# recorded=2026-09-18T16:51:18+0800
# uname=Linux iZ0jl59glej0v8rv680qyqZ 6.8.0-137-generic #137-Ubuntu SMP PREEMPT_DYNAMIC Fri Jul 17 20:28:23 UTC 2026 x86_64 x86_64
# python=3.11.15 cpu_count=4
# workers=5 period_s=0.1 beats=1050
beat,wall_ms,cpu_ms,duty,units
837,100.000,99.945,0.99945,69.962
838,100.000,99.976,0.99976,69.983
839,100.000,99.969,0.99968,69.978
840,100.000,99.978,0.99977,69.984
841,100.000,99.936,0.99936,69.955
842,100.000,99.956,0.99956,69.969
843,100.000,99.966,0.99966,69.976
844,100.000,99.337,0.99337,69.536
845,100.000,99.862,0.99862,69.903
846,100.000,99.848,0.99848,69.894
847,100.000,99.882,0.99882,69.918
848,100.000,99.379,0.99379,69.565
849,100.000,99.631,0.99631,69.741
850,100.000,99.885,0.99885,69.920
851,100.000,99.861,0.99861,69.903
852,100.000,99.898,0.99898,69.928
853,100.000,99.670,0.99669,69.769
854,100.000,99.977,0.99977,69.984
855,100.000,99.930,0.99930,69.951
856,100.000,99.977,0.99977,69.984
857,100.000,99.960,0.99960,69.972
858,100.000,99.956,0.99956,69.969
859,100.000,99.951,0.99951,69.966
860,100.000,99.480,0.99480,69.636
861,100.000,99.914,0.99914,69.940
862,100.000,99.976,0.99976,69.983
863,100.000,98.647,0.98647,69.053
864,100.000,99.735,0.99735,69.815
865,100.000,99.956,0.99956,69.969
866,100.000,99.975,0.99975,69.982
867,100.000,99.974,0.99974,69.981
868,100.000,99.962,0.99961,69.973
869,100.000,99.973,0.99973,69.981
870,100.000,99.963,0.99962,69.974
871,100.000,99.938,0.99938,69.956
872,100.000,99.690,0.99690,69.783
873,100.000,99.974,0.99974,69.982
874,100.000,99.964,0.99964,69.975
875,100.000,93.504,0.93504,65.453
876,100.000,99.971,0.99971,69.979
877,100.000,99.938,0.99938,69.957
878,100.000,99.966,0.99966,69.976
879,100.000,99.723,0.99723,69.806
880,100.000,99.086,0.99085,69.360
881,100.000,99.910,0.99910,69.937
882,100.000,99.907,0.99907,69.935
883,100.000,99.933,0.99933,69.953
884,100.000,98.108,0.98108,68.676
885,100.000,99.166,0.99166,69.416
886,100.000,99.568,0.99568,69.697
887,100.000,99.621,0.99621,69.735
888,100.000,99.974,0.99974,69.982
889,100.000,99.939,0.99939,69.957
890,100.000,99.969,0.99968,69.978
891,100.000,98.510,0.98510,68.957
892,100.000,99.885,0.99885,69.920
893,100.000,79.581,0.79581,55.706
