task,method,pattern,seed,mm,budget_mean,rmse,max_err,e95,timeout_rate,iter_mean,time_q50,gearL,gearM,gearH,calib_ms,budget_scale,safety_rate
step,fixed20,random,235,0.0,145.2,5142.5147,11449.2110,10338.2516,0.9970,10.0,277.2,0.000,0.000,0.000,135.8,0.477,0.1108
step,v3,random,235,0.2,144.9,0.1900,0.3692,0.1902,0.0320,5.0,57.5,0.993,0.004,0.003,135.5,0.476,0.0000
step,reactive,random,235,0.2,145.0,8400.7718,18324.5293,16624.1892,0.9850,24.5,264.5,0.985,0.012,0.003,135.6,0.476,0.4574
step,fixed20,random,235,0.2,145.4,4673.6991,10479.2229,9454.0760,0.9970,9.8,286.8,0.000,0.000,0.000,136.0,0.477,0.1092
circle,v3,random,235,0.0,150.1,7038.7532,15652.7895,14138.3434,0.9970,24.7,276.1,0.993,0.004,0.003,140.4,0.492,0.6691
circle,reactive,random,235,0.0,150.2,19160.6487,36650.6298,34734.7182,0.9990,24.4,272.8,0.999,0.001,0.000,140.5,0.493,0.5946
circle,fixed20,random,235,0.0,152.6,9608.8170,21176.3472,19186.3396,0.9990,9.9,287.8,0.000,0.000,0.000,142.7,0.501,0.4654
circle,v3,random,235,0.2,149.6,6042.9917,12590.3024,11405.5993,0.9990,24.7,277.1,0.993,0.004,0.003,139.9,0.491,0.4611
circle,reactive,random,235,0.2,148.9,11206.8362,25049.2721,22604.7047,0.9980,24.2,269.5,0.999,0.001,0.000,139.3,0.489,0.6413
circle,fixed20,random,235,0.2,145.5,3659.9080,8173.6869,7377.4942,1.0000,10.0,277.0,0.000,0.000,0.000,136.0,0.477,0.0000
fig8,v3,random,235,0.0,145.1,0.0571,0.5455,0.0484,0.0190,4.0,46.8,0.993,0.004,0.003,135.8,0.476,0.0008
fig8,reactive,random,235,0.0,145.9,19191.5967,43867.1087,39378.5394,0.9900,24.6,267.0,0.993,0.007,0.000,136.5,0.479,0.7307
fig8,fixed20,random,235,0.0,146.6,3421.3230,5728.2412,5496.1187,0.9980,10.0,276.8,0.000,0.000,0.000,137.1,0.481,0.1601
fig8,v3,random,235,0.2,145.5,11800.3868,24939.8138,22832.6114,0.9820,24.7,263.1,0.993,0.004,0.003,136.1,0.478,0.5416
fig8,reactive,random,235,0.2,146.8,7400.6733,16509.8747,14904.6847,0.9940,24.9,265.6,0.995,0.005,0.000,137.3,0.482,0.3100
fig8,fixed20,random,235,0.2,146.2,1008.8412,1949.1201,1833.8869,0.9980,10.0,277.8,0.000,0.000,0.000,136.8,0.480,0.1670
hover,v3,periodic,235,0.0,169.8,0.0095,0.0660,0.0019,0.2020,4.0,47.0,0.977,0.020,0.003,135.5,0.476,0.0000
hover,reactive,periodic,235,0.0,170.5,0.0092,0.0649,0.0018,0.2010,4.0,119.4,0.191,0.020,0.789,136.1,0.477,0.0000
hover,fixed20,periodic,235,0.0,171.9,0.0092,0.0649,0.0004,0.2000,4.0,119.1,0.000,0.000,0.000,137.2,0.481,0.0000
hover,v3,periodic,235,0.2,171.0,0.8317,5.8918,1.0851,0.2090,5.6,57.2,0.977,0.020,0.003,136.5,0.479,0.0099
hover,reactive,periodic,235,0.2,170.5,1228.6310,3798.1063,3088.7840,0.5980,12.1,147.5,0.596,0.030,0.374,136.1,0.478,0.2591
hover,fixed20,periodic,235,0.2,171.6,3659.5349,8173.1865,7376.9938,1.0000,8.0,224.4,0.000,0.000,0.000,137.0,0.481,0.0000
step,v3,periodic,235,0.0,170.1,0.0177,0.2746,0.0075,0.2020,4.0,46.9,0.977,0.020,0.003,135.7,0.476,0.0000
step,reactive,periodic,235,0.0,170.8,0.0178,0.2803,0.0070,0.2010,4.0,118.8,0.191,0.020,0.789,136.3,0.478,0.0000
step,fixed20,periodic,235,0.0,170.6,0.0178,0.2803,0.0032,0.2000,4.0,119.3,0.000,0.000,0.000,136.1,0.478,0.0000
step,v3,periodic,235,0.2,171.1,778.1936,2873.8664,2138.7612,0.5160,11.3,66.9,0.977,0.020,0.003,136.5,0.479,0.1822
step,reactive,periodic,235,0.2,171.0,1188.8804,3950.5516,3122.2621,0.5850,12.2,146.4,0.598,0.028,0.374,136.5,0.479,0.3093
step,fixed20,periodic,235,0.2,170.2,3659.9076,8173.6865,7377.4938,1.0000,8.0,224.8,0.000,0.000,0.000,135.9,0.477,0.0000
circle,v3,periodic,235,0.0,169.8,0.2810,1.6309,0.2229,0.2050,4.2,46.9,0.977,0.020,0.003,135.5,0.476,0.0025
circle,reactive,periodic,235,0.0,170.5,3772.4366,8134.3311,7391.3158,0.9820,19.6,211.8,0.998,0.002,0.000,136.1,0.477,0.3908
circle,fixed20,periodic,235,0.0,170.8,21958.6111,51160.6658,45782.2086,0.9990,7.6,223.0,0.000,0.000,0.000,136.3,0.478,0.5250
circle,v3,periodic,235,0.2,171.9,14470.4996,35102.4290,31083.9513,0.9230,18.6,211.9,0.977,0.020,0.003,137.2,0.481,0.6532
circle,reactive,periodic,235,0.2,170.3,20555.9400,44219.6154,40607.1776,0.9870,19.4,212.1,0.998,0.002,0.000,135.9,0.477,0.6381
circle,fixed20,periodic,235,0.2,170.2,3659.9080,8173.6869,7377.4942,1.0000,8.0,224.8,0.000,0.000,0.000,135.8,0.477,0.0000
fig8,v3,periodic,235,0.0,170.1,0.3464,3.2493,0.2231,0.2040,4.3,47.0,0.977,0.020,0.003,135.7,0.476,0.0059
fig8,reactive,periodic,235,0.0,169.9,4938.1558,10965.5546,9891.2272,0.9840,18.9,204.4,0.991,0.008,0.001,135.6,0.476,0.5464
fig8,fixed20,periodic,235,0.0,172.0,8327.8558,17487.9945,15888.4548,0.9990,7.9,226.0,0.000,0.000,0.000,137.2,0.482,0.4838
fig8,v3,periodic,235,0.2,173.7,13790.1127,33706.5938,29785.6024,0.9140,18.7,212.8,0.977,0.020,0.003,138.6,0.486,0.8335
fig8,reactive,periodic,235,0.2,170.0,8461.6266,17895.6252,16273.9157,0.9960,19.0,204.6,0.998,0.002,0.000,135.7,0.476,0.4529
fig8,fixed20,periodic,235,0.2,170.9,3659.9079,8173.6865,7377.4937,1.0000,8.0,226.2,0.000,0.000,0.000,136.4,0.478,0.0000
hover,v3,burst,235,0.0,171.3,0.0089,0.0841,0.0075,0.2130,4.0,47.3,0.994,0.003,0.003,138.0,0.484,0.0000
hover,reactive,burst,235,0.0,168.9,0.0044,0.0604,0.0018,0.2130,4.0,119.0,0.205,0.016,0.779,136.1,0.477,0.0000
hover,fixed20,burst,235,0.0,169.0,0.0078,0.0693,0.0072,0.2110,4.0,119.0,0.000,0.000,0.000,136.1,0.478,0.0000
hover,v3,burst,235,0.2,168.9,12312.7662,30875.0876,27323.1687,0.8390,16.2,205.4,0.993,0.004,0.003,136.1,0.478,0.4552
hover,reactive,burst,235,0.2,168.3,4298.8581,9693.7106,8743.1244,0.9180,17.8,205.1,0.917,0.009,0.074,135.6,0.476,0.4352
hover,fixed20,burst,235,0.2,170.8,2586.3673,6419.7507,5648.3069,0.8480,7.4,225.4,0.000,0.000,0.000,137.6,0.483,0.1298
step,v3,burst,235,0.0,170.3,0.0169,0.2746,0.0132,0.2130,4.0,47.0,0.994,0.003,0.003,137.2,0.481,0.0000
step,reactive,burst,235,0.0,168.7,0.0158,0.2803,0.0038,0.2130,4.0,119.6,0.205,0.016,0.779,135.9,0.477,0.0000
step,fixed20,burst,235,0.0,168.2,0.0171,0.2803,0.0150,0.2110,4.0,119.3,0.000,0.000,0.000,135.5,0.476,0.0000
step,v3,burst,235,0.2,170.9,0.3803,3.1723,0.3199,0.2140,5.2,56.7,0.993,0.004,0.003,137.7,0.483,0.0039
step,reactive,burst,235,0.2,168.8,9705.8602,23579.0367,20867.7366,0.8860,17.6,204.9,0.913,0.013,0.074,136.0,0.477,0.5723
step,fixed20,burst,235,0.2,170.5,2566.1860,6376.0338,5608.8308,0.8480,7.4,225.6,0.000,0.000,0.000,137.4,0.482,0.1300
circle,v3,burst,235,0.0,169.3,2489.4583,8252.0712,6544.8779,0.6230,12.7,204.1,0.993,0.004,0.003,136.4,0.479,0.4052
circle,reactive,burst,235,0.0,168.0,6606.6414,15114.4207,13571.1052,0.9660,18.9,203.8,0.980,0.018,0.002,135.4,0.475,0.6036
circle,fixed20,burst,235,0.0,168.0,3659.4666,8895.9602,7824.5303,0.9990,8.0,225.3,0.000,0.000,0.000,135.4,0.475,0.3658
circle,v3,burst,235,0.2,169.2,15028.1957,35805.6890,31898.8636,0.9270,18.2,209.4,0.993,0.004,0.003,136.3,0.478,0.6176
circle,reactive,burst,235,0.2,167.8,19220.0479,43979.0370,39480.4238,0.9830,19.0,204.3,0.989,0.010,0.001,135.2,0.474,0.9393
circle,fixed20,burst,235,0.2,171.3,8246.6477,16717.1458,15535.6965,0.9990,7.8,233.0,0.000,0.000,0.000,138.0,0.484,0.5430
fig8,v3,burst,235,0.0,168.7,13111.5307,30997.9551,27623.8590,0.9240,18.3,211.7,0.993,0.004,0.003,135.9,0.477,0.6372
fig8,reactive,burst,235,0.0,169.4,7223.2291,16416.4622,14761.5143,0.9790,19.6,213.3,0.989,0.008,0.003,136.5,0.479,0.6779
fig8,fixed20,burst,235,0.0,170.6,10599.3406,24990.7867,22263.6837,0.9230,7.6,225.2,0.000,0.000,0.000,137.5,0.482,0.3825
fig8,v3,burst,235,0.2,168.6,15209.0660,36128.1064,32154.6040,0.9230,18.3,208.9,0.994,0.003,0.003,135.8,0.477,0.7784
fig8,reactive,burst,235,0.2,167.7,5578.1675,13122.3231,11704.8368,0.9260,17.6,204.0,0.923,0.006,0.071,135.1,0.474,0.4892
fig8,fixed20,burst,235,0.2,170.7,3580.8829,8279.4821,7410.6056,0.9230,7.7,225.4,0.000,0.000,0.000,137.5,0.482,0.1411
hover,v3,random,236,0.0,145.7,0.0037,0.0573,0.0000,0.0110,4.0,47.2,0.994,0.003,0.003,136.4,0.478,0.0000
hover,reactive,random,236,0.0,146.1,8606.1970,19415.8431,17486.6481,0.9860,24.5,267.0,0.986,0.008,0.006,136.8,0.480,0.5469
hover,fixed20,random,236,0.0,144.4,9158.9699,19829.5145,18043.3085,0.9950,10.0,279.1,0.000,0.000,0.000,135.2,0.474,0.2608
hover,v3,random,236,0.2,147.2,0.1898,0.2059,0.1902,0.0180,5.0,56.9,0.993,0.004,0.003,137.8,0.483,0.0000
hover,reactive,random,236,0.2,144.3,4840.1517,10501.6799,9537.6594,0.9860,24.1,265.6,0.988,0.007,0.005,135.1,0.474,0.4584
hover,fixed20,random,236,0.2,149.1,5246.4972,11678.3353,10538.8244,0.9970,10.0,289.0,0.000,0.000,0.000,139.6,0.490,0.1646
step,v3,random,236,0.0,149.6,0.0153,0.2746,0.0006,0.0110,4.0,49.5,0.994,0.003,0.003,140.1,0.491,0.0000
step,reactive,random,236,0.0,149.8,8606.5658,19416.3429,17487.1479,0.9860,23.6,271.2,0.986,0.008,0.006,140.2,0.492,0.5469
step,fixed20,random,236,0.0,149.9,9159.3013,19829.9765,18043.7664,0.9950,10.0,289.5,0.000,0.000,0.000,140.3,0.492,0.2608
step,v3,random,236,0.2,149.0,0.1899,0.3715,0.1902,0.0200,5.0,60.1,0.993,0.004,0.003,139.4,0.489,0.0000
step,reactive,random,236,0.2,149.8,4776.8197,10357.6370,9408.0929,0.9860,23.5,272.8,0.988,0.007,0.005,140.2,0.492,0.4584
step,fixed20,random,236,0.2,150.4,5246.8642,11678.8316,10539.3205,0.9970,10.0,288.5,0.000,0.000,0.000,140.7,0.494,0.1646
circle,v3,random,236,0.0,149.4,9226.8329,20387.9061,18446.1797,0.9970,24.6,277.6,0.993,0.004,0.003,139.9,0.491,0.5717
circle,reactive,random,236,0.0,149.1,10340.5638,18267.1747,16713.6361,0.9980,23.9,270.4,0.998,0.002,0.000,139.6,0.490,0.5368
circle,fixed20,random,236,0.0,150.3,7684.6363,17260.1745,15565.0407,0.9990,10.0,288.7,0.000,0.000,0.000,140.7,0.494,0.5205
circle,v3,random,236,0.2,149.3,8660.9639,19279.9738,17413.5939,0.9980,24.5,277.6,0.993,0.004,0.003,139.8,0.490,0.5818
circle,reactive,random,236,0.2,150.2,7654.9026,17086.0244,15423.7567,0.9910,24.3,278.9,0.998,0.002,0.000,140.6,0.493,0.6173
circle,fixed20,random,236,0.2,149.1,25221.0850,56406.3294,50910.7591,0.9990,10.0,280.0,0.000,0.000,0.000,139.6,0.490,0.5762
fig8,v3,random,236,0.0,149.9,9390.0861,14893.5525,14152.0237,0.9990,24.5,278.2,0.993,0.004,0.003,140.3,0.492,0.1770
fig8,reactive,random,236,0.0,149.6,9556.7727,21321.3644,19249.9491,0.9890,23.7,271.1,0.991,0.007,0.002,140.0,0.491,0.6384
fig8,fixed20,random,236,0.0,149.3,15270.9339,34025.6797,30709.9800,0.9980,10.0,289.5,0.000,0.000,0.000,139.8,0.490,0.4803
fig8,v3,random,236,0.2,145.0,10557.9047,17575.0865,17091.0759,0.9990,24.8,267.6,0.993,0.004,0.003,135.7,0.476,0.1706
fig8,reactive,random,236,0.2,150.3,19222.0733,44036.5717,39517.8223,0.9920,25.4,275.8,0.995,0.004,0.001,140.7,0.494,0.6999
fig8,fixed20,random,236,0.2,145.0,13683.2335,30395.1535,27432.8812,0.9980,10.0,277.0,0.000,0.000,0.000,135.7,0.476,0.4232
hover,v3,periodic,236,0.0,170.9,0.0109,0.0774,0.0026,0.2020,4.0,47.0,0.977,0.020,0.003,136.4,0.479,0.0000
hover,reactive,periodic,236,0.0,169.9,0.0105,0.0764,0.0022,0.2010,4.0,118.9,0.191,0.020,0.789,135.6,0.476,0.0000
hover,fixed20,periodic,236,0.0,170.7,0.0104,0.0764,0.0008,0.2000,4.0,123.8,0.000,0.000,0.000,136.3,0.478,0.0000
hover,v3,periodic,236,0.2,177.2,0.8050,5.7771,1.2151,0.2090,5.6,60.6,0.977,0.020,0.003,141.4,0.496,0.0125
hover,reactive,periodic,236,0.2,175.0,3691.9094,9353.5958,8197.0337,0.8240,15.9,213.9,0.837,0.019,0.144,139.7,0.490,0.4540
hover,fixed20,periodic,236,0.2,177.3,3658.9207,8172.1169,7375.9734,1.0000,8.0,233.4,0.000,0.000,0.000,141.5,0.497,0.0000
step,v3,periodic,236,0.0,175.8,0.0184,0.2746,0.0103,0.2020,4.0,50.1,0.977,0.020,0.003,140.3,0.492,0.0000
step,reactive,periodic,236,0.0,175.8,0.0185,0.2803,0.0086,0.2010,4.0,123.3,0.191,0.020,0.789,140.3,0.492,0.0000
step,fixed20,periodic,236,0.0,175.3,0.0185,0.2803,0.0039,0.2000,4.0,124.2,0.000,0.000,0.000,139.9,0.491,0.0000
step,v3,periodic,236,0.2,176.0,0.7907,5.7771,1.1935,0.2090,5.5,60.6,0.977,0.020,0.003,140.5,0.493,0.0100
step,reactive,periodic,236,0.2,175.7,2301.0595,6155.6979,5296.3681,0.7710,15.2,215.1,0.805,0.030,0.165,140.2,0.492,0.3826
step,fixed20,periodic,236,0.2,176.5,3659.2934,8172.6169,7376.4734,1.0000,8.0,233.4,0.000,0.000,0.000,140.9,0.494,0.0000
circle,v3,periodic,236,0.0,177.3,0.2588,1.5449,0.0734,0.2050,4.1,47.0,0.977,0.020,0.003,141.5,0.496,0.0009
circle,reactive,periodic,236,0.0,176.7,6073.0490,13605.9447,12271.5842,0.9950,18.7,214.2,0.999,0.001,0.000,141.1,0.495,0.4415
circle,fixed20,periodic,236,0.0,175.5,8463.8946,17550.3086,15943.5707,0.9990,8.0,233.7,0.000,0.000,0.000,140.1,0.492,0.3984
circle,v3,periodic,236,0.2,175.9,5937.9353,15031.5904,13162.5480,0.8490,17.1,217.0,0.977,0.020,0.003,140.4,0.493,0.4792
circle,reactive,periodic,236,0.2,171.9,17414.0304,40714.9237,36362.6560,0.9960,19.6,213.7,0.999,0.001,0.000,137.2,0.481,0.6522
circle,fixed20,periodic,236,0.2,176.8,3659.2937,8172.6169,7376.4735,1.0000,8.0,233.3,0.000,0.000,0.000,141.1,0.495,0.0000
fig8,v3,periodic,236,0.0,175.4,0.3489,3.3162,0.1440,0.2050,4.3,50.2,0.977,0.020,0.003,140.0,0.491,0.0059
fig8,reactive,periodic,236,0.0,175.0,5307.1459,12016.3408,10814.5000,0.9740,18.4,215.6,0.988,0.011,0.001,139.6,0.490,0.2043
fig8,fixed20,periodic,236,0.0,175.4,9734.4116,20703.9872,18957.8326,0.9990,7.9,233.9,0.000,0.000,0.000,140.0,0.491,0.4526
fig8,v3,periodic,236,0.2,176.3,12040.1476,28294.0610,25262.2763,0.9240,18.1,214.8,0.977,0.020,0.003,140.7,0.494,0.6017
fig8,reactive,periodic,236,0.2,175.4,14749.9060,35372.3794,31395.0988,0.9220,17.6,213.3,0.934,0.007,0.059,140.0,0.491,0.6632
fig8,fixed20,periodic,236,0.2,176.2,3659.2936,8172.6169,7376.4737,1.0000,8.0,234.7,0.000,0.000,0.000,140.7,0.494,0.0000
hover,v3,burst,236,0.0,183.6,0.0137,0.0878,0.0002,0.1210,4.0,47.3,0.994,0.003,0.003,136.4,0.479,0.0000
hover,reactive,burst,236,0.0,189.5,0.0137,0.0878,0.0005,0.1220,4.0,125.0,0.118,0.008,0.874,140.7,0.494,0.0000
hover,fixed20,burst,236,0.0,189.2,0.0137,0.0878,0.0003,0.1210,4.0,123.7,0.000,0.000,0.000,140.6,0.493,0.0000
hover,v3,burst,236,0.2,189.5,1.9022,11.6428,4.2019,0.1450,5.8,60.5,0.993,0.004,0.003,140.8,0.494,0.0142
hover,reactive,burst,236,0.2,188.9,3348.0908,7300.5240,6621.7606,0.9850,18.6,215.4,0.999,0.001,0.000,140.3,0.492,0.1761
hover,fixed20,burst,236,0.2,189.8,3658.9207,8172.1169,7375.9734,1.0000,7.9,230.0,0.000,0.000,0.000,141.0,0.495,0.0000
step,v3,burst,236,0.0,192.0,0.0202,0.2744,0.0163,0.1210,4.0,49.9,0.994,0.003,0.003,142.6,0.500,0.0000
step,reactive,burst,236,0.0,187.7,0.0205,0.2800,0.0111,0.1220,4.0,125.3,0.118,0.008,0.874,139.4,0.489,0.0000
step,fixed20,burst,236,0.0,189.6,0.0205,0.2801,0.0172,0.1210,4.0,124.7,0.000,0.000,0.000,140.9,0.494,0.0000
step,v3,burst,236,0.2,183.9,1829.4281,3917.2174,3575.3628,0.9810,19.5,211.9,0.993,0.004,0.003,136.6,0.479,0.1885
step,reactive,burst,236,0.2,183.5,3070.5077,7309.6863,6504.3478,0.9830,17.9,205.3,0.997,0.003,0.000,136.3,0.478,0.3033
step,fixed20,burst,236,0.2,187.9,3659.2934,8172.6169,7376.4734,1.0000,7.9,234.4,0.000,0.000,0.000,139.5,0.490,0.0000
circle,v3,burst,236,0.0,188.9,0.3752,2.6720,0.6231,0.1250,4.2,49.7,0.993,0.004,0.003,140.3,0.492,0.0047
circle,reactive,burst,236,0.0,189.4,8077.2176,19821.6818,17501.1424,0.9150,17.9,216.2,0.976,0.020,0.004,140.7,0.494,0.5023
circle,fixed20,burst,236,0.0,190.1,8463.8946,17550.3086,15943.5707,0.9990,8.0,235.6,0.000,0.000,0.000,141.2,0.495,0.3984
circle,v3,burst,236,0.2,188.9,2.2012,12.2158,5.3237,0.1470,6.0,60.4,0.993,0.004,0.003,140.3,0.492,0.0213
circle,reactive,burst,236,0.2,182.6,8986.5800,19466.5781,17687.3119,0.9910,19.0,204.5,0.998,0.002,0.000,135.7,0.476,0.1447
circle,fixed20,burst,236,0.2,184.5,3659.2937,8172.6169,7376.4735,1.0000,8.0,225.8,0.000,0.000,0.000,137.1,0.481,0.0000
fig8,v3,burst,236,0.0,184.8,0.3234,2.8803,0.4612,0.1240,4.2,47.3,0.993,0.004,0.003,137.2,0.482,0.0042
fig8,reactive,burst,236,0.0,183.6,13985.6071,34165.2392,30200.6423,0.9180,18.8,211.4,0.984,0.016,0.000,136.4,0.479,0.8715
fig8,fixed20,burst,236,0.0,191.2,21991.8050,49238.2902,44597.5783,0.9990,7.9,232.0,0.000,0.000,0.000,142.0,0.498,0.5578
fig8,v3,burst,236,0.2,187.9,2644.1474,5343.4006,4927.4487,0.9790,18.6,213.7,0.993,0.004,0.003,139.6,0.490,0.2262
fig8,reactive,burst,236,0.2,188.2,5478.3418,12664.0166,11343.9159,0.9750,18.6,214.7,1.000,0.000,0.000,139.8,0.491,0.4721
fig8,fixed20,burst,236,0.2,184.0,3659.2936,8172.6169,7376.4737,1.0000,8.0,225.0,0.000,0.000,0.000,136.7,0.479,0.0000
hover,v3,random,237,0.0,144.9,0.0031,0.0508,0.0000,0.0130,4.0,47.0,0.994,0.003,0.003,135.8,0.476,0.0000
hover,reactive,random,237,0.0,144.7,15335.3059,35529.6677,31810.9898,0.9460,23.6,267.1,0.951,0.020,0.029,135.5,0.476,0.6516
hover,fixed20,random,237,0.0,146.3,12666.0576,25349.8502,23714.3370,0.9840,9.9,277.0,0.000,0.000,0.000,137.0,0.481,0.2159
hover,v3,random,237,0.2,146.5,0.1898,0.1978,0.1902,0.0180,5.0,57.2,0.993,0.004,0.003,137.3,0.482,0.0000
hover,reactive,random,237,0.2,144.5,7610.0458,17048.6259,15377.9579,0.9700,24.1,264.9,0.969,0.019,0.012,135.4,0.475,0.5340
hover,fixed20,random,237,0.2,146.2,14111.6020,26709.2494,25171.1886,0.9890,9.6,278.0,0.000,0.000,0.000,136.9,0.480,0.5040
step,v3,random,237,0.0,151.3,0.0152,0.2746,0.0002,0.0150,4.0,47.9,0.994,0.003,0.003,141.8,0.497,0.0000
step,reactive,random,237,0.0,168.4,7885.5401,17917.4690,16111.3815,0.9590,18.5,310.8,0.956,0.016,0.028,157.8,0.554,0.5644
step,fixed20,random,237,0.0,256.7,4425.9413,9907.6962,8940.1434,0.9950,8.1,490.8,0.000,0.000,0.000,240.5,0.844,0.1406
step,v3,random,237,0.2,343.4,0.1899,0.3715,0.1902,0.0140,5.0,102.5,0.982,0.006,0.012,321.6,1.129,0.0000
step,reactive,random,237,0.2,329.1,13612.1918,33401.0238,29485.7467,0.9050,28.3,599.7,0.913,0.045,0.042,308.3,1.082,0.8148
step,fixed20,random,237,0.2,294.1,5369.9671,11161.2525,10138.8117,0.9950,9.2,554.7,0.000,0.000,0.000,275.5,0.967,0.1418
circle,v3,random,237,0.0,318.6,0.1575,1.5949,0.0426,0.0160,4.1,85.0,0.991,0.005,0.004,298.5,1.047,0.0022
circle,reactive,random,237,0.0,297.4,19881.8852,45241.7536,40666.0065,0.9930,43.5,540.6,0.999,0.001,0.000,278.5,0.977,0.9478
circle,fixed20,random,237,0.0,165.7,8397.8817,18895.9682,17013.8886,0.9990,10.2,312.1,0.000,0.000,0.000,155.2,0.545,0.5078
circle,v3,random,237,0.2,163.4,9095.6965,17593.0804,15862.6525,0.9990,26.0,300.6,0.993,0.004,0.003,153.1,0.537,0.5261
circle,reactive,random,237,0.2,148.7,20967.7561,42595.7141,39665.8597,0.9990,24.0,269.7,0.999,0.001,0.000,139.3,0.489,0.5682
circle,fixed20,random,237,0.2,149.4,9242.8786,17575.3619,15869.7665,0.9990,10.0,289.6,0.000,0.000,0.000,140.0,0.491,0.5261
fig8,v3,random,237,0.0,145.1,14921.6578,33194.7077,29965.3353,0.9980,25.0,263.6,0.993,0.004,0.003,136.0,0.477,0.5478
fig8,reactive,random,237,0.0,146.8,8010.5829,18081.3848,16276.3753,0.9820,24.2,267.7,0.993,0.006,0.001,137.5,0.483,0.6680
fig8,fixed20,random,237,0.0,150.7,25079.2850,56112.3448,50626.8680,0.9990,10.1,281.9,0.000,0.000,0.000,141.1,0.495,0.2178
fig8,v3,random,237,0.2,145.7,0.2781,1.9636,0.1962,0.0230,5.1,56.6,0.993,0.004,0.003,136.5,0.479,0.0040
fig8,reactive,random,237,0.2,144.8,11258.6134,25425.7614,22894.5848,0.9810,24.5,267.0,0.987,0.010,0.003,135.7,0.476,0.4412
fig8,fixed20,random,237,0.2,144.5,23531.1808,50643.4729,46313.7350,0.9990,9.9,270.6,0.000,0.000,0.000,135.3,0.475,0.2303
hover,v3,periodic,237,0.0,175.2,0.0091,0.0694,0.0013,0.2020,4.0,49.7,0.977,0.020,0.003,139.9,0.491,0.0000
hover,reactive,periodic,237,0.0,174.6,0.0088,0.0678,0.0012,0.2010,4.0,123.6,0.191,0.020,0.789,139.3,0.489,0.0000
hover,fixed20,periodic,237,0.0,170.4,0.0088,0.0678,0.0003,0.2000,4.0,119.2,0.000,0.000,0.000,136.0,0.477,0.0000
hover,v3,periodic,237,0.2,170.2,1073.7981,3503.9548,2791.8514,0.6040,12.6,161.3,0.977,0.020,0.003,135.9,0.477,0.2343
hover,reactive,periodic,237,0.2,178.4,1717.2820,4494.6354,4094.1398,0.5690,11.7,155.1,0.597,0.028,0.375,142.4,0.500,0.2683
hover,fixed20,periodic,237,0.2,174.6,3660.1226,8174.2417,7377.9956,1.0000,8.0,233.4,0.000,0.000,0.000,139.4,0.489,0.0000
step,v3,periodic,237,0.0,175.8,0.0175,0.2746,0.0064,0.2020,4.0,49.7,0.977,0.020,0.003,140.3,0.492,0.0000
step,reactive,periodic,237,0.0,175.6,0.0176,0.2803,0.0057,0.2010,4.0,124.4,0.191,0.020,0.789,140.1,0.492,0.0000
step,fixed20,periodic,237,0.0,177.5,0.0176,0.2803,0.0024,0.2000,4.0,123.8,0.000,0.000,0.000,141.7,0.497,0.0000
step,v3,periodic,237,0.2,178.5,0.8418,5.9097,1.3133,0.2080,5.6,61.7,0.977,0.020,0.003,142.4,0.500,0.0126
step,reactive,periodic,237,0.2,174.7,2682.5081,9067.4650,7101.0300,0.6240,12.8,211.0,0.668,0.036,0.296,139.4,0.489,0.4260
step,fixed20,periodic,237,0.2,175.5,3660.4954,8174.7417,7378.4956,1.0000,8.0,234.1,0.000,0.000,0.000,140.1,0.492,0.0000
circle,v3,periodic,237,0.0,175.6,0.2757,1.5956,0.2274,0.2040,4.2,50.0,0.977,0.020,0.003,140.2,0.492,0.0023
circle,reactive,periodic,237,0.0,172.1,5018.2076,11381.6097,10239.2274,0.9880,19.6,213.0,0.998,0.002,0.000,137.3,0.482,0.2027
circle,fixed20,periodic,237,0.0,176.0,1634.6657,3696.5878,3490.3696,0.9990,8.0,233.1,0.000,0.000,0.000,140.5,0.493,0.1821
circle,v3,periodic,237,0.2,175.5,6760.9345,16106.8442,14327.1374,0.9240,17.7,214.0,0.977,0.020,0.003,140.1,0.492,0.5975
circle,reactive,periodic,237,0.2,174.6,16909.3369,39516.2424,35280.9664,0.9670,18.4,214.8,0.981,0.014,0.005,139.4,0.489,0.7640
circle,fixed20,periodic,237,0.2,174.8,3660.4957,8174.7417,7378.4960,1.0000,8.0,233.5,0.000,0.000,0.000,139.5,0.489,0.0000
fig8,v3,periodic,237,0.0,176.7,8592.2593,17910.5611,16376.2115,0.9990,18.7,214.5,0.977,0.020,0.003,141.0,0.495,0.4708
fig8,reactive,periodic,237,0.0,177.1,6384.8896,14383.1220,12959.8896,0.9820,18.6,215.5,0.992,0.007,0.001,141.4,0.496,0.5894
fig8,fixed20,periodic,237,0.0,175.4,8648.1302,17845.2880,16520.0128,0.9990,7.9,234.7,0.000,0.000,0.000,140.0,0.491,0.4525
fig8,v3,periodic,237,0.2,176.2,5495.8813,12741.3841,11350.8385,0.9160,17.8,214.4,0.977,0.020,0.003,140.6,0.493,0.4928
fig8,reactive,periodic,237,0.2,176.7,21906.8625,50542.3668,45315.4009,0.9640,18.6,215.9,0.992,0.008,0.000,141.0,0.495,0.3312
fig8,fixed20,periodic,237,0.2,176.6,3660.4956,8174.7417,7378.4961,1.0000,8.0,234.2,0.000,0.000,0.000,141.0,0.495,0.0000
hover,v3,burst,237,0.0,178.2,0.0031,0.0508,0.0001,0.1860,4.0,50.4,0.994,0.003,0.003,140.1,0.491,0.0000
